"","C.V","Switch","Kappa1","Kappa2","Lifetime Reproduction"
"1",0.5,1047.16849230022,0.0343310951857806,0.91793108116728,-22895.850282419
"2",1,254.992545057132,0.108550156979479,0.752264560772314,-22102.9121025372
